STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
Lakshadweep,2004,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Burglary,0,0,1,0,0,0,1,0,1
Lakshadweep,2005,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Total IPC Crimes,0,0,1,0,0,0,1,0,1
Lakshadweep,2006,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Assault on Women wih intent to outrage her Modesty,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Cruelty by Husband or his Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Importation of girls from Foreign Countries,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Murder,9,0,56,2,36,3,101,5,106
Madhya Pradesh,2001,Attempt to Commit Murder,2,0,75,0,76,1,153,1,154
Madhya Pradesh,2001,C H Not amounting to Murder,0,0,2,0,9,0,11,0,11
Madhya Pradesh,2001,Rape,2,0,70,0,94,2,166,2,168
Madhya Pradesh,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Other Rape,2,0,70,0,94,2,166,2,168
Madhya Pradesh,2001,Kidnapping & Abduction,0,0,7,0,10,0,17,0,17
Madhya Pradesh,2001,K & A of Women and Girls,0,0,6,0,6,0,12,0,12
Madhya Pradesh,2001,K & A of others,0,0,1,0,4,0,5,0,5
Madhya Pradesh,2001,Dacoity,0,0,1,0,9,0,10,0,10
Madhya Pradesh,2001,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Madhya Pradesh,2001,Robbery,0,0,5,0,20,0,25,0,25
Madhya Pradesh,2001,Burglary,36,0,93,1,196,5,325,6,331
Madhya Pradesh,2001,Theft,40,3,98,13,214,5,352,21,373
Madhya Pradesh,2001,Auto Theft,0,0,5,0,9,0,14,0,14
Madhya Pradesh,2001,Other Theft,40,3,93,13,205,5,338,21,359
Madhya Pradesh,2001,Riots,5,0,91,8,159,12,255,20,275
Madhya Pradesh,2001,Criminal Breach of Trust,0,0,5,0,4,0,9,0,9
Madhya Pradesh,2001,Cheating,0,0,5,0,0,0,5,0,5
Madhya Pradesh,2001,Counterfeiting,0,0,0,2,0,0,0,2,2
Madhya Pradesh,2001,Arson,0,0,6,0,14,0,20,0,20
Madhya Pradesh,2001,Hurt/Grevious Hurt,79,6,528,32,629,35,1236,73,1309
Madhya Pradesh,2001,Dowry Deaths,8,0,0,1,10,9,18,10,28
Madhya Pradesh,2001,Assault on Women wih intent to outrage h,15,0,45,0,200,0,260,0,260
Madhya Pradesh,2001,Insult to Modesty of Women,5,0,10,0,30,0,45,0,45
Madhya Pradesh,2001,Cruelty by Husband or Relatives,8,7,10,10,39,35,57,52,109
Madhya Pradesh,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Causing death by negligence,2,0,1,0,1,0,4,0,4
Madhya Pradesh,2001,Other IPC Crimes,110,6,832,25,1310,62,2252,93,2345
Madhya Pradesh,2001,Total IPC Crimes,321,22,1940,94,3061,169,5322,285,5607
Madhya Pradesh,2002,Murder,4,0,49,2,80,4,133,6,139
Madhya Pradesh,2002,Attempt to Commit Murder,5,0,62,0,138,4,205,4,209
Madhya Pradesh,2002,C H Not amounting to Murder,0,0,2,1,6,0,8,1,9
Madhya Pradesh,2002,Rape,1,0,50,0,120,2,171,2,173
Madhya Pradesh,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Other Rape,1,0,50,0,120,2,171,2,173
Madhya Pradesh,2002,Kidnapping & Abduction,0,0,7,0,17,5,24,5,29
Madhya Pradesh,2002,K & A of Women and Girls,0,0,6,0,9,1,15,1,16
Madhya Pradesh,2002,K & A of others,0,0,1,0,8,4,9,4,13
Madhya Pradesh,2002,Dacoity,0,0,4,0,6,0,10,0,10
Madhya Pradesh,2002,Preparation & Assembly for Dacoity,0,0,0,0,2,0,2,0,2
Madhya Pradesh,2002,Robbery,1,0,10,0,22,0,33,0,33
Madhya Pradesh,2002,Burglary,26,0,234,4,194,3,454,7,461
Madhya Pradesh,2002,Theft,41,5,246,9,232,7,519,21,540
Madhya Pradesh,2002,Auto Theft,0,0,10,0,30,0,40,0,40
Madhya Pradesh,2002,Other Theft,41,5,236,9,202,7,479,21,500
Madhya Pradesh,2002,Riots,12,2,84,5,158,2,254,9,263
Madhya Pradesh,2002,Criminal Breach of Trust,0,0,2,0,2,0,4,0,4
Madhya Pradesh,2002,Cheating,0,0,7,1,6,0,13,1,14
Madhya Pradesh,2002,Counterfeiting,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Arson,0,0,5,0,13,0,18,0,18
Madhya Pradesh,2002,Hurt/Grevious Hurt,77,2,499,27,1354,31,1930,60,1990
Madhya Pradesh,2002,Dowry Deaths,0,0,10,5,11,8,21,13,34
Madhya Pradesh,2002,Assault on Women wih intent to outrage h,19,0,92,1,274,1,385,2,387
Madhya Pradesh,2002,Insult to Modesty of Women,7,0,28,1,54,1,89,2,91
Madhya Pradesh,2002,Cruelty by Husband or Relatives,7,0,14,7,35,27,56,34,90
Madhya Pradesh,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Causing death by negligence,1,0,4,0,4,2,9,2,11
Madhya Pradesh,2002,Other IPC Crimes,145,7,998,59,1189,76,2332,142,2474
Madhya Pradesh,2002,Total IPC Crimes,346,16,2407,122,3917,173,6670,311,6981
Madhya Pradesh,2003,Murder,7,0,33,2,52,0,92,2,94
Madhya Pradesh,2003,Attempt to Commit Murder,5,0,71,2,66,6,142,8,150
Madhya Pradesh,2003,C H Not amounting to Murder,1,0,3,0,0,0,4,0,4
Madhya Pradesh,2003,Rape,4,0,71,1,112,1,187,2,189
Madhya Pradesh,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Other Rape,4,0,71,1,112,1,187,2,189
Madhya Pradesh,2003,Kidnapping & Abduction,1,0,8,1,31,0,40,1,41
Madhya Pradesh,2003,K & A of Women and Girls,1,0,6,1,20,0,27,1,28
Madhya Pradesh,2003,K & A of others,0,0,2,0,11,0,13,0,13
Madhya Pradesh,2003,Dacoity,0,0,3,0,5,0,8,0,8
Madhya Pradesh,2003,Preparation & Assembly for Dacoity,0,0,2,0,2,0,4,0,4
Madhya Pradesh,2003,Robbery,0,0,16,0,25,0,41,0,41
Madhya Pradesh,2003,Burglary,41,0,271,7,169,9,481,16,497
Madhya Pradesh,2003,Theft,36,4,280,8,246,18,562,30,592
Madhya Pradesh,2003,Auto Theft,3,0,30,0,73,0,106,0,106
Madhya Pradesh,2003,Other Theft,33,4,250,8,173,18,456,30,486
Madhya Pradesh,2003,Riots,2,0,62,6,168,21,232,27,259
Madhya Pradesh,2003,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Cheating,0,0,4,0,1,0,5,0,5
Madhya Pradesh,2003,Counterfeiting,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Arson,0,0,2,0,6,0,8,0,8
Madhya Pradesh,2003,Hurt/Grevious Hurt,79,4,423,40,591,53,1093,97,1190
Madhya Pradesh,2003,Dowry Deaths,1,0,6,0,18,6,25,6,31
